y_cm,rate,run,frame,kept_y_cm,kept_run,kept_frame
111.0,0.23453806269510938,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000080.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy,111.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy
111.0,0.2287981254827239,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001110.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy,111.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy
111.0,0.22453317017214566,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy,111.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy
111.0,0.222550778236394,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000080.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,111.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy
111.5,0.23216323587688,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001115.000mm-gantryxp000080.000mm-yp000015.000mm-zm000083.100mm-shot0000.npy,111.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
111.5,0.230133047935596,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001115.000mm-gantryxp000080.000mm-yp000015.000mm-zm000087.100mm-shot0000.npy,111.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
111.5,0.22765367635502132,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000080.000mm-yp000115.000mm-zm000087.100mm-shot0000.npy,111.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
111.5,0.22307057240982353,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000087.100mm-shot0000.npy,111.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
111.5,0.20815282062225424,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy,111.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001115.000mm-gantryxp000075.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
112.0,0.23356782275745966,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001120.000mm-gantryxp000080.000mm-yp000010.000mm-zm000087.100mm-shot0000.npy,112.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
112.0,0.2291837515525727,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001120.000mm-gantryxp000080.000mm-yp000010.000mm-zm000083.100mm-shot0000.npy,112.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
112.0,0.22403236006562602,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000075.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy,112.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
112.0,0.2150862402404099,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000080.000mm-yp000110.000mm-zm000087.100mm-shot0000.npy,112.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001120.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
112.5,0.22045754564056905,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001125.000mm-gantryxp000080.000mm-yp000105.000mm-zm000087.100mm-shot0000.npy,112.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001125.000mm-gantryxp000080.000mm-yp000105.000mm-zm000083.100mm-shot0000.npy
113.0,0.23099570161173413,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001130.000mm-gantryxp000080.000mm-yp000100.000mm-zm000083.100mm-shot0000.npy,113.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001130.000mm-gantryxp000080.000mm-yp000100.000mm-zm000087.100mm-shot0000.npy
113.5,0.2511047777522484,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001135.000mm-gantryxp000080.000mm-yp000095.000mm-zm000083.100mm-shot0000.npy,113.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001135.000mm-gantryxp000080.000mm-yp000095.000mm-zm000087.100mm-shot0000.npy
114.0,0.2594182653365887,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001140.000mm-gantryxp000080.000mm-yp000090.000mm-zm000087.100mm-shot0000.npy,114.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001140.000mm-gantryxp000080.000mm-yp000090.000mm-zm000083.100mm-shot0000.npy
114.5,0.2709667223647938,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001145.000mm-gantryxp000080.000mm-yp000085.000mm-zm000083.100mm-shot0000.npy,114.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001145.000mm-gantryxp000080.000mm-yp000085.000mm-zm000087.100mm-shot0000.npy
115.0,0.2588732092349327,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001150.000mm-gantryxp000080.000mm-yp000080.000mm-zm000083.100mm-shot0000.npy,115.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001150.000mm-gantryxp000080.000mm-yp000080.000mm-zm000087.100mm-shot0000.npy
115.5,0.24960043930856232,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001155.000mm-gantryxp000080.000mm-yp000075.000mm-zm000083.100mm-shot0000.npy,115.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001155.000mm-gantryxp000080.000mm-yp000075.000mm-zm000087.100mm-shot0000.npy
116.0,0.2574363992854579,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001160.000mm-gantryxp000080.000mm-yp000070.000mm-zm000083.100mm-shot0000.npy,116.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001160.000mm-gantryxp000080.000mm-yp000070.000mm-zm000087.100mm-shot0000.npy
116.5,0.2587126230075986,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001165.000mm-gantryxp000080.000mm-yp000065.000mm-zm000087.100mm-shot0000.npy,116.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001165.000mm-gantryxp000080.000mm-yp000065.000mm-zm000083.100mm-shot0000.npy
117.0,0.2515498905161303,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001170.000mm-gantryxp000080.000mm-yp000060.000mm-zm000083.100mm-shot0000.npy,117.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001170.000mm-gantryxp000080.000mm-yp000060.000mm-zm000087.100mm-shot0000.npy
117.5,0.26251945223038625,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001175.000mm-gantryxp000080.000mm-yp000055.000mm-zm000083.100mm-shot0000.npy,117.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001175.000mm-gantryxp000080.000mm-yp000055.000mm-zm000087.100mm-shot0000.npy
118.0,0.29085356860805445,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001180.000mm-gantryxp000080.000mm-yp000050.000mm-zm000083.100mm-shot0000.npy,118.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001180.000mm-gantryxp000080.000mm-yp000050.000mm-zm000087.100mm-shot0000.npy
118.5,0.3040319859887684,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001185.000mm-gantryxp000080.000mm-yp000045.000mm-zm000083.100mm-shot0000.npy,118.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001185.000mm-gantryxp000080.000mm-yp000045.000mm-zm000087.100mm-shot0000.npy
119.0,0.29814607321077385,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001190.000mm-gantryxp000080.000mm-yp000040.000mm-zm000083.100mm-shot0000.npy,119.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001190.000mm-gantryxp000080.000mm-yp000040.000mm-zm000087.100mm-shot0000.npy
119.5,0.2813728246570889,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001195.000mm-gantryxp000080.000mm-yp000035.000mm-zm000083.100mm-shot0000.npy,119.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001195.000mm-gantryxp000080.000mm-yp000035.000mm-zm000087.100mm-shot0000.npy
120.0,0.29220664345727587,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001200.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy,120.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001200.000mm-gantryxp000080.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy
120.0,0.2728343473579881,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001200.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy,120.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001200.000mm-gantryxp000080.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy
120.5,0.2821534857909074,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy,120.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
120.5,0.2737723614748317,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001205.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy,120.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
120.5,0.27183466997475725,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,120.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
120.5,0.26815574046819873,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,120.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001205.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
121.0,0.26696369855276253,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy,121.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
121.0,0.26623126593018465,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001210.000mm-gantryxp000080.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,121.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
121.0,0.2648366623433667,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy,121.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
121.0,0.2549727526592182,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy,121.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001210.000mm-gantryxp000080.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
121.5,0.2745794011621294,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001215.000mm-gantryxp000080.000mm-yp000015.000mm-zm000083.100mm-shot0000.npy,121.5,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001215.000mm-gantryxp000080.000mm-yp000015.000mm-zm000087.100mm-shot0000.npy
121.5,0.2709086525117421,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001215.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy,121.5,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001215.000mm-gantryxp000080.000mm-yp000015.000mm-zm000087.100mm-shot0000.npy
122.0,0.28423759173934626,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001220.000mm-gantryxp000080.000mm-yp000010.000mm-zm000087.100mm-shot0000.npy,122.0,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001220.000mm-gantryxp000080.000mm-yp000010.000mm-zm000083.100mm-shot0000.npy
122.0,0.2787245475779548,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001220.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy,122.0,auto_scan-2026-07-29_14-01-15,jul29_axicon3_003-tableyp001220.000mm-gantryxp000080.000mm-yp000010.000mm-zm000083.100mm-shot0000.npy
128.0,0.31937227785014083,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001280.000mm-gantryxp000080.000mm-yp000050.000mm-zm000087.100mm-shot0000.npy,128.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001280.000mm-gantryxp000080.000mm-yp000050.000mm-zm000083.100mm-shot0000.npy
128.5,0.32106146359652465,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001285.000mm-gantryxp000080.000mm-yp000045.000mm-zm000087.100mm-shot0000.npy,128.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001285.000mm-gantryxp000080.000mm-yp000045.000mm-zm000083.100mm-shot0000.npy
129.0,0.32591057977305254,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001290.000mm-gantryxp000080.000mm-yp000040.000mm-zm000083.100mm-shot0000.npy,129.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001290.000mm-gantryxp000080.000mm-yp000040.000mm-zm000087.100mm-shot0000.npy
130.0,0.3301485841915327,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001300.000mm-gantryxp000085.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy,130.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001300.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy
130.0,0.3209112941362087,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001300.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy,130.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001300.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy
130.0,0.32079793961542497,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001300.000mm-gantryxp000080.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy,130.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001300.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy
130.5,0.32415195100562677,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001305.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy,130.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001305.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
130.5,0.31765426215534304,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001305.000mm-gantryxp000085.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy,130.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001305.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
130.5,0.3081299864045573,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001305.000mm-gantryxp000080.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,130.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001305.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
131.0,0.3122885291221267,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001310.000mm-gantryxp000080.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,131.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001310.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy
131.0,0.30888754657080914,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001310.000mm-gantryxp000085.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,131.0,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001310.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy
131.5,0.3246816780447604,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001315.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy,131.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001315.000mm-gantryxp000080.000mm-yp000015.000mm-zm000083.100mm-shot0000.npy
131.5,0.3070266065022473,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001315.000mm-gantryxp000085.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy,131.5,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001315.000mm-gantryxp000080.000mm-yp000015.000mm-zm000083.100mm-shot0000.npy
132.0,0.32217619529098324,auto_scan-2026-07-29_14-07-31,jul29_axicon3_004-tableyp001320.000mm-gantryxp000080.000mm-yp000010.000mm-zm000083.100mm-shot0000.npy,132.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001320.000mm-gantryxp000085.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
132.0,0.30569197071244497,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001320.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy,132.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001320.000mm-gantryxp000085.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
132.5,0.31782214309862067,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001325.000mm-gantryxp000080.000mm-yp000105.000mm-zm000083.100mm-shot0000.npy,132.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001325.000mm-gantryxp000085.000mm-yp000105.000mm-zm000083.100mm-shot0000.npy
133.0,0.3332836998518361,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001330.000mm-gantryxp000085.000mm-yp000100.000mm-zm000083.100mm-shot0000.npy,133.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001330.000mm-gantryxp000080.000mm-yp000100.000mm-zm000083.100mm-shot0000.npy
133.5,0.32379398580503743,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001335.000mm-gantryxp000085.000mm-yp000095.000mm-zm000083.100mm-shot0000.npy,133.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001335.000mm-gantryxp000080.000mm-yp000095.000mm-zm000083.100mm-shot0000.npy
134.0,0.31585914494477313,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001340.000mm-gantryxp000080.000mm-yp000090.000mm-zm000083.100mm-shot0000.npy,134.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001340.000mm-gantryxp000085.000mm-yp000090.000mm-zm000083.100mm-shot0000.npy
134.5,0.3430732627582779,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001345.000mm-gantryxp000085.000mm-yp000085.000mm-zm000083.100mm-shot0000.npy,134.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001345.000mm-gantryxp000080.000mm-yp000085.000mm-zm000083.100mm-shot0000.npy
135.0,0.32601383992293087,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001350.000mm-gantryxp000080.000mm-yp000080.000mm-zm000083.100mm-shot0000.npy,135.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001350.000mm-gantryxp000085.000mm-yp000080.000mm-zm000083.100mm-shot0000.npy
135.5,0.3477649115160819,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001355.000mm-gantryxp000080.000mm-yp000075.000mm-zm000083.100mm-shot0000.npy,135.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001355.000mm-gantryxp000085.000mm-yp000075.000mm-zm000083.100mm-shot0000.npy
136.0,0.33589078650814275,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001360.000mm-gantryxp000080.000mm-yp000070.000mm-zm000083.100mm-shot0000.npy,136.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001360.000mm-gantryxp000085.000mm-yp000070.000mm-zm000083.100mm-shot0000.npy
136.5,0.33984288454363365,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001365.000mm-gantryxp000080.000mm-yp000065.000mm-zm000083.100mm-shot0000.npy,136.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001365.000mm-gantryxp000085.000mm-yp000065.000mm-zm000083.100mm-shot0000.npy
137.0,0.33480060072469137,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001370.000mm-gantryxp000085.000mm-yp000060.000mm-zm000083.100mm-shot0000.npy,137.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001370.000mm-gantryxp000080.000mm-yp000060.000mm-zm000083.100mm-shot0000.npy
137.5,0.3380663749775889,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001375.000mm-gantryxp000085.000mm-yp000055.000mm-zm000083.100mm-shot0000.npy,137.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001375.000mm-gantryxp000080.000mm-yp000055.000mm-zm000083.100mm-shot0000.npy
138.0,0.3462360693978179,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001380.000mm-gantryxp000085.000mm-yp000050.000mm-zm000083.100mm-shot0000.npy,138.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001380.000mm-gantryxp000080.000mm-yp000050.000mm-zm000083.100mm-shot0000.npy
138.5,0.3413371942563378,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001385.000mm-gantryxp000080.000mm-yp000045.000mm-zm000083.100mm-shot0000.npy,138.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001385.000mm-gantryxp000085.000mm-yp000045.000mm-zm000083.100mm-shot0000.npy
139.0,0.3544649676948239,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001390.000mm-gantryxp000080.000mm-yp000040.000mm-zm000083.100mm-shot0000.npy,139.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001390.000mm-gantryxp000085.000mm-yp000040.000mm-zm000083.100mm-shot0000.npy
139.5,0.3834495974484185,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001395.000mm-gantryxp000080.000mm-yp000035.000mm-zm000083.100mm-shot0000.npy,139.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001395.000mm-gantryxp000085.000mm-yp000035.000mm-zm000083.100mm-shot0000.npy
140.0,0.39318110280449525,auto_scan-2026-07-29_14-54-27,jul29_axicon3_006-tableyp001400.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy,140.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001400.000mm-gantryxp000085.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy
140.0,0.38433986027114775,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001400.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy,140.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001400.000mm-gantryxp000085.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy
140.5,0.4023632182252968,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001405.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy,140.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001405.000mm-gantryxp000085.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
140.5,0.40045708799810525,auto_scan-2026-07-29_14-54-27,jul29_axicon3_006-tableyp001405.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy,140.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001405.000mm-gantryxp000085.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy
141.0,0.4007397447848629,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001410.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy,141.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001410.000mm-gantryxp000085.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy
141.0,0.3933638492706219,auto_scan-2026-07-29_14-54-27,jul29_axicon3_006-tableyp001410.000mm-gantryxp000080.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,141.0,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001410.000mm-gantryxp000085.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy
141.5,0.4011869230643859,auto_scan-2026-07-29_14-54-27,jul29_axicon3_006-tableyp001415.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy,141.5,auto_scan-2026-07-29_14-33-49,jul29_axicon3_005-tableyp001415.000mm-gantryxp000080.000mm-yp000015.000mm-zm000083.100mm-shot0000.npy
