run,slice,exposure_us,n_dark_total,n_dark_used,dark_mean,dark_median,dark_std,dark_max
auto_scan-2026-07-29_17-14-37,y0190.50cm,402.39361702127655,10,2,3.210703653167002e-05,0.0,0.009601407684385777,12.0
auto_scan-2026-07-29_17-14-37,y0191.00cm,402.39361702127655,10,2,3.62396240234375e-05,0.0,0.009501542896032333,11.0
auto_scan-2026-07-29_17-14-37,y0191.50cm,402.39361702127655,10,2,3.369649130036123e-05,0.0,0.00940064899623394,11.0
auto_scan-2026-07-29_17-14-37,y0192.00cm,402.39361702127655,10,2,3.560383993317373e-05,0.0,0.009634444490075111,11.0
auto_scan-2026-07-29_17-14-37,y0192.50cm,402.39361702127655,10,2,3.4173328458564356e-05,0.0,0.00980614684522152,12.0
auto_scan-2026-07-29_17-14-37,y0193.00cm,345.9213309961314,10,2,3.6398570955498144e-05,0.0,0.0097573883831501,11.0
auto_scan-2026-07-29_17-14-37,y0193.50cm,345.9213309961314,10,2,4.2120616853935644e-05,0.0,0.01014078501611948,12.0
auto_scan-2026-07-29_17-14-37,y0194.00cm,345.9213309961314,10,2,3.592173379729502e-05,0.0,0.009700210765004158,11.0
auto_scan-2026-07-29_17-14-37,y0194.50cm,345.9213309961314,10,2,3.7352245271904394e-05,0.0,0.009934954345226288,12.0
auto_scan-2026-07-29_17-14-37,y0195.00cm,345.9213309961314,10,2,3.7034351407783106e-05,0.0,0.009918944910168648,12.0
auto_scan-2026-07-29_17-14-37,y0195.50cm,278.3930711686951,10,2,3.7034351407783106e-05,0.0,0.010249937884509563,12.0
auto_scan-2026-07-29_17-14-37,y0196.00cm,278.3930711686951,10,2,3.846486288239248e-05,0.0,0.009958923794329166,12.0
auto_scan-2026-07-29_17-14-37,y0196.50cm,278.3930711686951,10,2,3.5444896639091894e-05,0.0,0.010296359658241272,13.0
auto_scan-2026-07-29_17-14-37,y0197.00cm,278.3930711686951,10,2,3.4173328458564356e-05,0.0,0.010062146000564098,12.0
auto_scan-2026-07-29_17-14-37,y0197.50cm,278.3930711686951,10,2,3.7352245271904394e-05,0.0,0.010342556983232498,12.0
auto_scan-2026-07-29_17-14-37,y0198.00cm,278.3930711686951,10,2,4.00543212890625e-05,0.0,0.010350232012569904,13.0
auto_scan-2026-07-29_17-14-37,y0198.50cm,278.3930711686951,10,2,3.814697265625e-05,0.0,0.010426740162074566,13.0
auto_scan-2026-07-29_17-14-37,y0199.00cm,278.3930711686951,10,2,4.037221151520498e-05,0.0,0.01035023108124733,12.0
auto_scan-2026-07-29_17-14-37,y0199.50cm,278.3930711686951,10,2,3.465016561676748e-05,0.0,0.010334884747862816,13.0
auto_scan-2026-07-29_17-14-37,y0200.00cm,278.3930711686951,10,2,3.528594970703125e-05,0.0,0.010396216996014118,13.0
auto_scan-2026-07-29_17-14-37,y0200.50cm,278.3930711686951,10,2,3.7352245271904394e-05,0.0,0.010600597597658634,13.0
auto_scan-2026-07-29_17-14-37,y0201.00cm,278.3930711686951,10,2,3.465016561676748e-05,0.0,0.01036559697240591,13.0
auto_scan-2026-07-30_10-28-52,y0080.00cm,242079.99999999997,21,2,0.013161499984562397,0.0,0.13198484480381012,89.0
