4,auto_scan-2026-07-23_19-17-02,y0163.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0163.50cm,jul23-011,dark
4,auto_scan-2026-07-23_19-17-02,y0165.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0165.50cm,jul23-011,dark
4,auto_scan-2026-07-23_19-17-02,y0167.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0167.50cm,jul23-011,dark
3,auto_scan-2026-07-23_19-17-02,y0167.50cm,jul23-011-background,background
3,auto_scan-2026-07-23_19-26-13,y0169.00cm,jul23-012-background,background
2,auto_scan-2026-07-23_19-26-13,y0171.00cm,jul23-012,beam
10,auto_scan-2026-07-23_19-26-13,y0171.00cm,jul23-012,dark
2,auto_scan-2026-07-23_19-26-13,y0173.00cm,jul23-012,beam
10,auto_scan-2026-07-23_19-26-13,y0173.00cm,jul23-012,dark
3,auto_scan-2026-07-23_19-26-13,y0173.00cm,jul23-012-background,background
4,auto_scan-2026-07-23_19-26-13,y0175.00cm,jul23-012,beam
12,auto_scan-2026-07-23_19-26-13,y0175.00cm,jul23-012,dark
